,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,all-confidence,collective strength,cosine similarity
35,frozenset({'두부'}),frozenset({'브로컬리'}),0.19596916504133,0.03436426116838488,0.0054797065106343456,0.02796208530805687,0.8136966824644548,-0.0012546290577962393,0.9934136562334022,-0.2216470337239605,{'두부 => 브로컬리': 0.02796208530805687},2.982190147498965,0.06677438886715506
34,frozenset({'브로컬리'}),frozenset({'두부'}),0.03436426116838488,0.19596916504133,0.0054797065106343456,0.15945945945945944,0.8136966824644548,-0.0012546290577962393,0.956564015867228,-0.19166260360799625,{'두부 => 브로컬리': 0.02796208530805687},2.982190147498965,0.06677438886715506
21,frozenset({'유정란/친환경'}),frozenset({'찌개용두부'}),0.15203863657471905,0.057861985697037245,0.006965728615213151,0.04581551618814905,0.791806842372072,-0.0018315287996702864,0.9873751148616837,-0.23668674671934156,{'유정란/친환경 => 찌개용두부': 0.04581551618814905},2.9723223515251407,0.07426649028756314
20,frozenset({'찌개용두부'}),frozenset({'유정란/친환경'}),0.057861985697037245,0.15203863657471905,0.006965728615213151,0.1203852327447833,0.7918068423720719,-0.0018315287996702864,0.9640144697334855,-0.21818962806460837,{'유정란/친환경 => 찌개용두부': 0.04581551618814905},2.9723223515251407,0.07426649028756314
14,frozenset({'당근'}),frozenset({'유정란/친환경'}),0.06473483793071422,0.15203863657471905,0.007708739667502554,0.11908177905308465,0.7832336683351022,-0.0021334568303686425,0.9625880623899362,-0.22834394139989544,{'유정란/친환경 => 당근': 0.050702504581551615},2.96829310995178,0.07770292432089247
15,frozenset({'유정란/친환경'}),frozenset({'당근'}),0.15203863657471905,0.06473483793071422,0.007708739667502554,0.050702504581551615,0.7832336683351022,-0.0021334568303686425,0.9852181919610172,-0.24606862079875194,{'유정란/친환경 => 당근': 0.050702504581551615},2.96829310995178,0.07770292432089247
4,frozenset({'두부'}),frozenset({'양파'}),0.19596916504133,0.07513699266276586,0.011330918547413393,0.05781990521327014,0.7695264764292703,-0.00339361516842537,0.9816201939042073,-0.27140186400104854,{'두부 => 양파': 0.05781990521327014},2.95502542561488,0.09337795149015689
5,frozenset({'양파'}),frozenset({'두부'}),0.07513699266276586,0.19596916504133,0.011330918547413393,0.1508034610630408,0.7695264764292702,-0.00339361516842537,0.9468136033210539,-0.24461727099307834,{'두부 => 양파': 0.05781990521327014},2.95502542561488,0.09337795149015689
8,frozenset({'당근'}),frozenset({'두부'}),0.06473483793071422,0.19596916504133,0.009659143679762236,0.1492109038737446,0.7613999061652171,-0.0030268884586056467,0.9450413017979645,-0.2509701884304046,{'두부 => 당근': 0.049289099526066346},2.95928554371599,0.0857582129676646
9,frozenset({'두부'}),frozenset({'당근'}),0.19596916504133,0.06473483793071422,0.009659143679762236,0.049289099526066346,0.7613999061652171,-0.0030268884586056467,0.9837534855265169,-0.280445641488775,{'두부 => 당근': 0.049289099526066346},2.95928554371599,0.0857582129676646
29,frozenset({'두부'}),frozenset({'유기농우유'}),0.19596916504133,0.04355902294046624,0.006315593944459924,0.03222748815165877,0.7398579209571641,-0.002220631411199385,0.9882911173337984,-0.30425594780820475,{'두부 => 유기농우유': 0.03222748815165877},2.969114068507693,0.06835672757935224
28,frozenset({'유기농우유'}),frozenset({'두부'}),0.04355902294046624,0.19596916504133,0.006315593944459924,0.14498933901918976,0.739857920957164,-0.002220631411199385,0.9403752159491676,-0.26880498862898344,{'두부 => 유기농우유': 0.03222748815165877},2.969114068507693,0.06835672757935224
12,frozenset({'유정란/친환경'}),frozenset({'양파'}),0.15203863657471905,0.07513699266276586,0.008265997956719607,0.05436774587660355,0.7235816067409029,-0.003157727964051983,0.9780366556918942,-0.3105867779814022,{'유정란/친환경 => 양파': 0.05436774587660355},2.9543817400590617,0.07733772742226262
13,frozenset({'양파'}),frozenset({'유정란/친환경'}),0.07513699266276586,0.15203863657471905,0.008265997956719607,0.11001236093943141,0.7235816067409029,-0.003157727964051983,0.9527788097375727,-0.29231066522296,{'유정란/친환경 => 양파': 0.05436774587660355},2.9543817400590617,0.07733772742226262
31,frozenset({'두부'}),frozenset({'연두부'}),0.19596916504133,0.04662394353116003,0.006222717562923748,0.03175355450236967,0.6810568153924587,-0.0029141377218118002,0.9846419379095704,-0.3680677670643351,{'두부 => 연두부': 0.03175355450236967},2.959838696692076,0.06510010911274704
30,frozenset({'연두부'}),frozenset({'두부'}),0.04662394353116003,0.19596916504133,0.006222717562923748,0.13346613545816732,0.6810568153924585,-0.0029141377218118002,0.9278700670097755,-0.329402897465449,{'두부 => 연두부': 0.03175355450236967},2.959838696692076,0.06510010911274704
10,frozenset({'콩나물'}),frozenset({'유정란/친환경'}),0.08572490015788985,0.15203863657471905,0.008823256245936658,0.10292524377031419,0.6769676845906981,-0.004210240694572832,0.945251616475283,-0.3429337875000176,{'유정란/친환경 => 콩나물': 0.05803298717165546},2.94079050690201,0.07728557013674775
11,frozenset({'유정란/친환경'}),frozenset({'콩나물'}),0.15203863657471905,0.08572490015788985,0.008823256245936658,0.05803298717165546,0.6769676845906981,-0.004210240694572832,0.970602035305794,-0.36009520183911303,{'유정란/친환경 => 콩나물': 0.05803298717165546},2.94079050690201,0.07728557013674775
37,frozenset({'두부'}),frozenset({'찌개용두부'}),0.19596916504133,0.057861985697037245,0.00538683012909817,0.027488151658767772,0.4750640913482385,-0.005952334895583597,0.9687676462861848,-0.5788231346726502,{'두부 => 찌개용두부': 0.027488151658767772},2.920811970997148,0.05058744469260467
36,frozenset({'찌개용두부'}),frozenset({'두부'}),0.057861985697037245,0.19596916504133,0.00538683012909817,0.09309791332263241,0.47506409134823846,-0.005952334895583597,0.8865685135915954,-0.5397732783894817,{'두부 => 찌개용두부': 0.027488151658767772},2.920811970997148,0.05058744469260467
